20.439	39.777
20.785	39.777
21.132	39.777
21.478	67.098
21.825	67.5
22.171	67.098
22.517	65.089
22.864	64.688
23.21	64.688
23.557	47.813
23.903	47.411
24.249	47.009
24.596	52.232
24.942	52.232
25.289	52.232
25.635	93.214
25.982	92.813
26.328	86.384
26.674	81.964
27.021	81.563
27.367	65.089
27.714	64.286
28.06	63.482
28.407	52.232
28.753	52.232
29.099	52.232
29.446	51.83
29.792	51.83
30.139	51.83
30.485	52.232
30.831	62.277
31.178	62.277
31.524	53.438
31.871	53.438
32.217	53.438
32.563	53.438
32.91	53.438
33.256	53.438
33.603	71.518
33.949	71.518
34.296	64.513
34.642	52.634
34.989	52.634
35.335	53.036
35.681	53.036
36.028	53.036
36.374	53.036
36.721	53.036
37.067	53.036
37.413	53.036
37.76	54.643
38.106	54.241
38.453	52.634
38.799	52.634
39.145	53.036
39.492	53.438
39.838	53.036
40.185	53.036
40.531	53.839
40.878	53.839
41.224	53.839
41.57	55.446
41.917	55.045
42.263	55.045
42.61	53.036
42.956	52.634
43.303	53.036
43.649	52.232
43.995	52.634
44.342	52.232
44.688	49.821
45.035	49.821
45.381	50.223
45.727	50.625
46.074	50.223
46.42	52.232
46.767	52.232
47.113	52.232
47.46	51.429
47.806	51.429
48.152	51.429
48.499	52.232
48.845	52.232
49.192	52.232
49.538	52.634
49.885	53.036
50.231	52.634
50.577	52.232
50.924	52.232
51.27	52.232
51.617	53.438
51.963	53.438
52.31	54.643
52.656	55.045
53.002	55.045
53.349	56.25
53.695	56.25
54.042	55.848
54.388	57.054
54.734	57.054
55.081	57.054
55.427	57.857
55.774	57.857
56.12	57.857
56.467	57.857
56.813	58.259
57.159	57.857
57.506	59.464
57.852	59.866
58.199	59.866
58.545	60.67
58.892	60.67
59.238	61.071
59.584	61.875
59.931	61.875
60.277	62.679
60.624	62.679
60.97	63.08
61.316	63.482
61.663	63.482
62.009	63.482
62.356	64.286
62.702	64.688
63.048	64.688
63.395	64.688
63.741	64.688
64.088	65.089
64.434	65.893
64.781	66.295
65.127	66.295
65.473	66.696
65.82	66.696
66.166	66.696
66.513	67.902
66.859	67.902
67.206	67.5
67.552	67.5
67.898	67.5
68.245	68.304
68.591	69.107
68.938	69.107
69.284	69.107
69.63	69.911
69.977	69.911
70.323	70.313
70.67	71.116
71.016	71.116
71.363	71.518
71.709	71.518
72.055	71.518
72.402	71.92
72.748	72.321
73.095	72.321
73.441	72.723
73.787	73.125
74.134	72.723
74.48	73.527
74.827	73.929
75.173	73.929
75.52	74.33
75.866	74.732
76.213	74.33
76.559	75.134
76.905	75.134
77.252	75.536
77.598	75.938
77.945	75.938
78.291	76.741
78.637	76.339
78.984	76.741
79.33	76.741
79.677	76.741
80.023	77.143
80.37	77.545
80.716	77.946
81.062	77.545
81.409	78.348
81.755	78.75
82.102	78.75
82.448	79.152
82.794	79.152
83.141	79.554
83.487	79.554
83.834	79.955
84.18	79.955
84.527	81.161
84.873	80.759
85.219	80.759
85.566	81.161
85.912	81.161
86.259	82.768
86.605	82.768
86.951	82.768
87.298	83.17
87.644	83.17
87.991	83.17
88.337	83.571
88.684	83.571
89.03	83.571
89.376	83.571
89.723	83.973
90.069	83.973
90.416	85.179
90.762	85.58
91.109	85.58
91.455	85.58
91.801	85.58
92.148	85.58
92.494	86.384
92.841	86.786
93.187	86.786
93.534	87.188
93.88	87.188
94.226	87.589
94.573	87.991
94.919	87.991
95.266	87.991
95.612	88.795
95.958	88.795
96.305	88.795
96.651	89.598
96.998	89.598
97.344	89.598
97.691	90
98.037	89.598
98.383	90
98.73	90.402
99.076	90.804
99.423	91.205
99.769	91.205
100.11	91.607
100.46	92.411
100.81	92.411
101.16	92.813
101.5	93.214
101.85	93.214
102.19	93.214
102.54	93.616
102.89	93.616
103.23	93.616
103.58	93.616
103.93	94.018
104.27	94.42
104.62	94.821
104.97	95.223
105.31	95.625
105.66	95.625
106.01	96.027
106.35	96.429
106.7	96.429
107.04	96.429
107.39	97.232
107.74	97.232
108.08	97.634
108.43	98.036
108.78	97.634
109.12	97.634
109.47	98.438
109.82	98.438
110.16	98.438
110.51	99.241
110.86	98.839
111.2	100.05
111.55	100.05
111.89	100.05
112.24	100.85
112.59	100.85
112.93	100.85
113.28	101.25
113.63	102.05
113.97	102.05
114.32	102.46
114.67	102.46
115.01	102.86
115.36	102.86
115.7	102.86
116.05	102.86
116.4	103.66
116.74	104.06
117.09	104.46
117.44	104.87
117.78	104.87
118.13	105.27
118.48	104.87
118.82	104.87
119.17	105.27
119.52	106.07
119.86	106.07
120.21	106.88
120.55	106.88
120.9	106.88
121.25	107.28
121.59	107.68
121.94	107.68
122.29	108.08
122.63	108.48
122.98	108.48
123.33	108.88
123.67	108.88
124.02	109.29
124.36	109.69
124.71	109.69
125.06	110.09
125.4	110.49
125.75	110.49
126.1	110.89
126.44	111.3
126.79	111.3
127.14	112.1
127.48	112.5
127.83	112.5
128.18	112.9
128.52	113.71
128.87	113.71
129.22	114.11
129.56	114.11
129.91	113.71
130.25	114.51
130.6	114.51
130.95	114.91
131.29	115.31
131.64	115.31
131.99	115.31
132.33	116.52
132.68	116.52
133.03	116.92
133.37	116.92
133.72	116.92
134.07	117.32
134.41	117.32
134.76	117.72
135.1	118.13
135.45	118.93
135.8	118.93
136.14	119.33
136.49	119.33
136.84	119.73
137.18	120.54
137.53	120.54
137.88	120.54
138.22	120.94
138.57	121.34
138.91	121.34
139.26	123.75
139.61	124.15
139.95	124.15
140.3	126.16
140.65	126.16
140.99	126.16
139.95	134.2
139.61	132.99
139.26	132.59
138.91	138.62
138.57	138.62
138.22	139.02
137.88	140.63
137.53	141.03
137.18	141.43
136.84	144.24
136.49	144.24
136.14	147.05
135.8	149.06
135.45	149.87
135.1	152.68
134.76	153.08
134.41	153.48
134.07	157.5
133.72	157.5
133.37	158.3
133.03	161.92
132.68	162.32
132.33	162.72
131.99	166.34
131.64	166.74
131.29	167.14
130.95	171.56
130.6	171.56
130.25	173.97
129.91	175.98
129.56	175.98
129.22	178.39
128.87	180.4
128.52	180.4
128.18	184.02
127.83	184.42
127.48	184.82
127.14	187.23
126.79	188.44
126.44	188.44
126.1	191.65
125.75	192.46
125.4	192.46
125.06	195.27
124.71	195.67
124.36	196.07
124.02	198.08
123.67	199.69
123.33	200.89
122.98	202.5
122.63	202.9
122.29	204.11
121.94	205.71
121.59	206.52
121.25	207.72
120.9	209.33
120.55	209.73
120.21	210.94
119.86	212.54
119.52	212.95
119.17	214.55
118.82	216.16
118.48	216.16
118.13	217.37
117.78	218.57
117.44	218.97
117.09	220.98
116.74	221.38
116.4	221.79
116.05	223.39
115.7	223.79
115.36	224.2
115.01	226.61
114.67	226.61
114.32	227.41
113.97	229.42
113.63	229.42
113.28	230.22
112.93	231.43
112.59	231.83
112.24	232.23
111.89	234.24
111.55	234.64
111.2	235.45
110.86	236.65
110.51	237.05
110.16	238.66
109.82	239.46
109.47	240.27
109.12	241.88
108.78	241.88
108.43	242.28
108.08	244.29
107.74	244.29
107.39	245.09
107.04	246.29
106.7	246.29
106.35	246.7
106.01	248.71
105.66	249.11
105.31	249.51
104.97	251.52
104.62	251.52
104.27	252.32
103.93	253.93
103.58	254.33
103.23	255.94
102.89	256.34
102.54	256.74
102.19	257.55
101.85	257.95
101.5	257.95
101.16	259.15
100.81	259.55
100.46	259.95
100.11	261.56
99.769	261.96
99.423	261.96
99.076	263.57
98.73	263.97
98.383	263.97
98.037	264.78
97.691	265.58
97.344	265.98
96.998	267.19
96.651	267.19
96.305	267.59
95.958	267.99
95.612	268.8
95.266	269.6
94.919	270
94.573	270.4
94.226	270.8
93.88	271.2
93.534	271.61
93.187	272.41
92.841	273.21
92.494	273.62
92.148	274.02
91.801	274.42
91.455	274.42
91.109	275.63
90.762	275.63
90.416	276.43
90.069	277.23
89.723	277.63
89.376	278.04
89.03	278.84
88.684	278.84
88.337	280.05
87.991	280.05
87.644	280.85
87.298	281.25
86.951	281.65
86.605	282.05
86.259	282.86
85.912	282.86
85.566	283.26
85.219	283.66
84.873	284.87
84.527	284.87
84.18	285.67
83.834	285.67
83.487	286.07
83.141	287.28
82.794	287.28
82.448	288.08
82.102	289.29
81.755	289.29
81.409	289.69
81.062	290.89
80.716	290.89
80.37	290.89
80.023	291.7
79.677	291.7
79.33	292.1
78.984	292.9
78.637	293.3
78.291	293.7
77.945	294.51
77.598	294.51
77.252	294.91
76.905	295.71
76.559	296.12
76.213	297.32
75.866	297.72
75.52	297.72
75.173	298.93
74.827	298.93
74.48	299.33
74.134	299.73
73.787	300.13
73.441	300.13
73.095	300.54
72.748	300.94
72.402	301.34
72.055	302.55
71.709	302.95
71.363	303.75
71.016	304.15
70.67	304.15
70.323	304.95
69.977	305.36
69.63	305.36
69.284	305.76
68.938	305.76
68.591	306.56
68.245	307.37
67.898	308.57
67.552	308.57
67.206	309.38
66.859	309.78
66.513	309.78
66.166	310.18
65.82	310.58
65.473	310.98
65.127	311.79
64.781	311.79
64.434	311.79
64.088	312.59
63.741	312.59
63.395	313.8
63.048	314.2
62.702	314.6
62.356	315
62.009	315
61.663	315.4
61.316	315.8
60.97	316.61
60.624	316.61
60.277	317.01
59.931	317.41
59.584	317.41
59.238	317.81
58.892	318.21
58.545	319.02
58.199	319.42
57.852	319.42
57.506	319.42
57.159	320.22
56.813	320.63
56.467	321.03
56.12	321.43
55.774	321.43
55.427	321.83
55.081	322.23
54.734	322.23
54.388	322.63
54.042	323.44
53.695	323.44
53.349	323.84
53.002	324.24
52.656	324.24
52.31	324.64
51.963	324.64
51.617	325.45
