21.465	42.341
23.793	39.243
26.121	26.713
28.448	42.999
31.035	37.522
33.362	46.127
35.69	50.258
38.017	42.341
40.345	41.997
42.672	43.718
45.259	42.341
47.586	44.406
49.914	45.783
52.241	47.849
54.569	51.291
56.897	53.356
59.483	56.11
61.81	57.831
64.138	60.929
66.466	61.962
68.793	64.028
71.121	66.093
73.707	68.158
76.034	69.879
78.362	71.945
80.69	73.666
83.017	75.731
85.345	76.764
87.672	79.518
90.259	81.239
92.586	83.649
94.914	85.714
97.241	88.468
99.569	90.189
101.9	92.255
104.48	94.32
106.81	96.385
109.14	98.107
111.47	101.21
113.79	103.27
116.12	105.34
118.71	107.4
121.03	109.81
123.36	111.88
125.69	114.29
128.02	116.69
130.35	118.76
132.93	120.48
135.26	123.24
137.59	125.65
139.91	127.71
141.21	131.5
139.4	133.56
137.59	140.79
135.78	147.33
133.97	155.59
132.16	163.51
130.35	170.4
128.53	177.97
126.72	186.23
124.91	194.84
123.1	202.07
121.29	206.88
119.48	213.08
117.67	218.93
115.86	224.1
114.05	229.95
112.24	234.42
110.43	238.9
108.62	243.37
106.81	248.19
105	252.67
103.19	256.45
101.38	260.24
99.569	264.37
97.759	267.13
95.948	269.88
94.138	272.98
92.328	276.42
90.517	278.83
88.707	281.24
86.897	283.65
85.086	286.75
83.276	288.47
81.207	290.88
79.397	292.26
77.586	295.01
75.776	297.42
73.966	298.45
72.155	300.52
70.345	301.55
68.534	303.27
66.724	304.99
64.914	306.71
63.103	307.75
61.293	308.78
59.483	309.81
57.672	310.84
55.862	312.57
54.052	312.57
52.241	314.29
50.431	314.97
48.621	315.66
46.81	316.69
45	317.38
43.19	317.73
41.379	318.07
39.569	318.42
37.759	319.11
35.948	319.11
34.138	319.45
32.328	319.79
30.517	320.14
28.707	320.48
26.897	320.48
25.086	320.83
23.276	320.83
21.465	318.76
